year;airport;Country;Continente;annual_visitors_air;male_visitors;female_visitors
2014;Delhi;Canada;America;56650;53.7;46.3
2014;Mumbai;Canada;America;3490;53.7;46.3
2014;Chennai;Canada;America;16109;53.7;46.3
2014;Calicut;Canada;America;143639;53.7;46.3
2014;Benguluru;Canada;America;11813;53.7;46.3
2014;Kolkata;Canada;America;7518;53.7;46.3
2014;Hyderabad;Canada;America;29265;53.7;46.3
2014;Cochin;Canada;America;0;53.7;46.3
2015;Delhi;Canada;America;55417;53.8;46.2
2015;Mumbai;Canada;America;4220;53.8;46.2
2015;Chennai;Canada;America;16878;53.8;46.2
2015;Calicut;Canada;America;153312;53.8;46.2
2015;Benguluru;Canada;America;12940;53.8;46.2
2015;Kolkata;Canada;America;8720;53.8;46.2
2015;Hyderabad;Canada;America;29818;53.8;46.2
2015;Cochin;Canada;America;0;53.8;46.2
2016;Delhi;Canada;America;205888;53.4;46.6
2016;Mumbai;Canada;America;57420;53.4;46.6
2016;Chennai;Canada;America;18083;53.4;46.6
2016;Calicut;Canada;America;0;53.4;46.6
2016;Benguluru;Canada;America;13641;53.4;46.6
2016;Kolkata;Canada;America;5076;53.4;46.6
2016;Hyderabad;Canada;America;9200;53.4;46.6
2016;Cochin;Canada;America;7931;53.4;46.6
2017;Delhi;Canada;America;190194;53;47
2017;Mumbai;Canada;America;65411;53;47
2017;Chennai;Canada;America;18114;53;47
2017;Calicut;Canada;America;0;53;47
2017;Benguluru;Canada;America;14424;53;47
2017;Kolkata;Canada;America;9057;53;47
2017;Hyderabad;Canada;America;8721;53;47
2017;Cochin;Canada;America;7044;53;47
2018;Delhi;Canada;America;193774;53.1;46.9
2018;Mumbai;Canada;America;73016;53.1;46.9
2018;Chennai;Canada;America;17903;53.1;46.9
2018;Calicut;Canada;America;0;53.1;46.9
2018;Benguluru;Canada;America;17903;53.1;46.9
2018;Kolkata;Canada;America;5266;53.1;46.9
2018;Hyderabad;Canada;America;10180;53.1;46.9
2018;Cochin;Canada;America;10531;53.1;46.9
2019;Delhi;Canada;America;224486;53.1;46.9
2019;Mumbai;Canada;America;53131;53.1;46.9
2019;Chennai;Canada;America;14074;53.1;46.9
2019;Calicut;Canada;America;1056;53.1;46.9
2019;Benguluru;Canada;America;16186;53.1;46.9
2019;Kolkata;Canada;America;3167;53.1;46.9
2019;Hyderabad;Canada;America;11611;53.1;46.9
2019;Cochin;Canada;America;9852;53.1;46.9
2020;Delhi;Canada;America;88096;53.23;46.77
2020;Mumbai;Canada;America;12901;53.23;46.77
2020;Chennai;Canada;America;3195;53.23;46.77
2020;Calicut;Canada;America;246;53.23;46.77
2020;Benguluru;Canada;America;4792;53.23;46.77
2020;Kolkata;Canada;America;614;53.23;46.77
2020;Hyderabad;Canada;America;3195;53.23;46.77
2020;Cochin;Canada;America;3072;53.23;46.77
2014;Delhi;U.S.A;America;288698;55.9;44.1
2014;Mumbai;U.S.A;America;22380;55.9;44.1
2014;Chennai;U.S.A;America;92876;55.9;44.1
2014;Calicut;U.S.A;America;348004;55.9;44.1
2014;Benguluru;U.S.A;America;114136;55.9;44.1
2014;Kolkata;U.S.A;America;99589;55.9;44.1
2014;Hyderabad;U.S.A;America;153301;55.9;44.1
2014;Cochin;U.S.A;America;0;55.9;44.1
2015;Delhi;U.S.A;America;290056;55.5;44.5
2015;Mumbai;U.S.A;America;27913;55.5;44.5
2015;Chennai;U.S.A;America;98304;55.5;44.5
2015;Calicut;U.S.A;America;377437;55.5;44.5
2015;Benguluru;U.S.A;America;127431;55.5;44.5
2015;Kolkata;U.S.A;America;115294;55.5;44.5
2015;Hyderabad;U.S.A;America;177189;55.5;44.5
2015;Cochin;U.S.A;America;0;55.5;44.5
2016;Delhi;U.S.A;America;400754;55.1;44.9
2016;Mumbai;U.S.A;America;294405;55.1;44.9
2016;Chennai;U.S.A;America;108943;55.1;44.9
2016;Calicut;U.S.A;America;0;55.1;44.9
2016;Benguluru;U.S.A;America;133585;55.1;44.9
2016;Kolkata;U.S.A;America;29830;55.1;44.9
2016;Hyderabad;U.S.A;America;124506;55.1;44.9
2016;Cochin;U.S.A;America;58362;55.1;44.9
2017;Delhi;U.S.A;America;426845;54.8;45.2
2017;Mumbai;U.S.A;America;318068;54.8;45.2
2017;Chennai;U.S.A;America;111530;54.8;45.2
2017;Calicut;U.S.A;America;0;54.8;45.2
2017;Benguluru;U.S.A;America;140446;54.8;45.2
2017;Kolkata;U.S.A;America;129430;54.8;45.2
2017;Hyderabad;U.S.A;America;60584;54.8;45.2
2017;Cochin;U.S.A;America;34423;54.8;45.2
2018;Delhi;U.S.A;America;453027;54.8;45.2
2018;Mumbai;U.S.A;America;336493;54.8;45.2
2018;Chennai;U.S.A;America;122361;54.8;45.2
2018;Calicut;U.S.A;America;0;54.8;45.2
2018;Benguluru;U.S.A;America;152951;54.8;45.2
2018;Kolkata;U.S.A;America;33504;54.8;45.2
2018;Hyderabad;U.S.A;America;139841;54.8;45.2
2018;Cochin;U.S.A;America;65551;54.8;45.2
2019;Delhi;U.S.A;America;417321;54.7;45.3
2019;Mumbai;U.S.A;America;353815;54.7;45.3
2019;Chennai;U.S.A;America;158763;54.7;45.3
2019;Calicut;U.S.A;America;3024;54.7;45.3
2019;Benguluru;U.S.A;America;181444;54.7;45.3
2019;Kolkata;U.S.A;America;40825;54.7;45.3
2019;Hyderabad;U.S.A;America;207148;54.7;45.3
2019;Cochin;U.S.A;America;39313;54.7;45.3
2020;Delhi;U.S.A;America;158031;55.13;44.87
2020;Mumbai;U.S.A;America;87883;55.13;44.87
2020;Chennai;U.S.A;America;27981;55.13;44.87
2020;Calicut;U.S.A;America;394;55.13;44.87
2020;Benguluru;U.S.A;America;34286;55.13;44.87
2020;Kolkata;U.S.A;America;7488;55.13;44.87
2020;Hyderabad;U.S.A;America;46109;55.13;44.87
2020;Cochin;U.S.A;America;7882;55.13;44.87
2014;Delhi;Argentina;America;1820;46.2;53.8
2014;Mumbai;Argentina;America;292;46.2;53.8
2014;Chennai;Argentina;America;399;46.2;53.8
2014;Calicut;Argentina;America;5556;46.2;53.8
2014;Benguluru;Argentina;America;555;46.2;53.8
2014;Kolkata;Argentina;America;146;46.2;53.8
2014;Hyderabad;Argentina;America;963;46.2;53.8
2014;Cochin;Argentina;America;0;46.2;53.8
2015;Delhi;Argentina;America;1618;47.2;52.8
2015;Mumbai;Argentina;America;430;47.2;52.8
2015;Chennai;Argentina;America;421;47.2;52.8
2015;Calicut;Argentina;America;5302;47.2;52.8
2015;Benguluru;Argentina;America;701;47.2;52.8
2015;Kolkata;Argentina;America;103;47.2;52.8
2015;Hyderabad;Argentina;America;776;47.2;52.8
2015;Cochin;Argentina;America;0;47.2;52.8
2016;Delhi;Argentina;America;7914;45.7;54.3
2016;Mumbai;Argentina;America;1452;45.7;54.3
2016;Chennai;Argentina;America;505;45.7;54.3
2016;Calicut;Argentina;America;0;45.7;54.3
2016;Benguluru;Argentina;America;1120;45.7;54.3
2016;Kolkata;Argentina;America;455;45.7;54.3
2016;Hyderabad;Argentina;America;135;45.7;54.3
2016;Cochin;Argentina;America;172;45.7;54.3
2017;Delhi;Argentina;America;10115;43.2;56.8
2017;Mumbai;Argentina;America;1532;43.2;56.8
2017;Chennai;Argentina;America;580;43.2;56.8
2017;Calicut;Argentina;America;0;43.2;56.8
2017;Benguluru;Argentina;America;848;43.2;56.8
2017;Kolkata;Argentina;America;461;43.2;56.8
2017;Hyderabad;Argentina;America;149;43.2;56.8
2017;Cochin;Argentina;America;193;43.2;56.8
2018;Delhi;Argentina;America;11621;42.6;57.4
2018;Mumbai;Argentina;America;1618;42.6;57.4
2018;Chennai;Argentina;America;572;42.6;57.4
2018;Calicut;Argentina;America;0;42.6;57.4
2018;Benguluru;Argentina;America;817;42.6;57.4
2018;Kolkata;Argentina;America;294;42.6;57.4
2018;Hyderabad;Argentina;America;131;42.6;57.4
2018;Cochin;Argentina;America;343;42.6;57.4
2019;Delhi;Argentina;America;4084;44.8;55.2
2019;Mumbai;Argentina;America;5125;44.8;55.2
2019;Chennai;Argentina;America;732;44.8;55.2
2019;Calicut;Argentina;America;13;44.8;55.2
2019;Benguluru;Argentina;America;1400;44.8;55.2
2019;Kolkata;Argentina;America;488;44.8;55.2
2019;Hyderabad;Argentina;America;450;44.8;55.2
2019;Cochin;Argentina;America;141;44.8;55.2
2020;Delhi;Argentina;America;1305;38.91;61.09
2020;Mumbai;Argentina;America;1490;38.91;61.09
2020;Chennai;Argentina;America;275;38.91;61.09
2020;Calicut;Argentina;America;0;38.91;61.09
2020;Benguluru;Argentina;America;494;38.91;61.09
2020;Kolkata;Argentina;America;86;38.91;61.09
2020;Hyderabad;Argentina;America;159;38.91;61.09
2020;Cochin;Argentina;America;228;38.91;61.09
2014;Delhi;Brazil;America;4304;53.7;46.3
2014;Mumbai;Brazil;America;509;53.7;46.3
2014;Chennai;Brazil;America;1096;53.7;46.3
2014;Calicut;Brazil;America;9586;53.7;46.3
2014;Benguluru;Brazil;America;1976;53.7;46.3
2014;Kolkata;Brazil;America;548;53.7;46.3
2014;Hyderabad;Brazil;America;1545;53.7;46.3
2014;Cochin;Brazil;America;0;53.7;46.3
2015;Delhi;Brazil;America;4246;54.3;45.7
2015;Mumbai;Brazil;America;639;54.3;45.7
2015;Chennai;Brazil;America;1340;54.3;45.7
2015;Calicut;Brazil;America;9913;54.3;45.7
2015;Benguluru;Brazil;America;2082;54.3;45.7
2015;Kolkata;Brazil;America;536;54.3;45.7
2015;Hyderabad;Brazil;America;1855;54.3;45.7
2015;Cochin;Brazil;America;0;54.3;45.7
2016;Delhi;Brazil;America;10815;54.1;45.9
2016;Mumbai;Brazil;America;3811;54.1;45.9
2016;Chennai;Brazil;America;1426;54.1;45.9
2016;Calicut;Brazil;America;21;54.1;45.9
2016;Benguluru;Brazil;America;1937;54.1;45.9
2016;Kolkata;Brazil;America;617;54.1;45.9
2016;Hyderabad;Brazil;America;617;54.1;45.9
2016;Cochin;Brazil;America;426;54.1;45.9
2017;Delhi;Brazil;America;12642;52.9;47.1
2017;Mumbai;Brazil;America;4548;52.9;47.1
2017;Chennai;Brazil;America;1663;52.9;47.1
2017;Calicut;Brazil;America;0;52.9;47.1
2017;Benguluru;Brazil;America;2005;52.9;47.1
2017;Kolkata;Brazil;America;709;52.9;47.1
2017;Hyderabad;Brazil;America;685;52.9;47.1
2017;Cochin;Brazil;America;2470;52.9;47.1
2018;Delhi;Brazil;America;14220;51.7;48.3
2018;Mumbai;Brazil;America;4758;51.7;48.3
2018;Chennai;Brazil;America;1595;51.7;48.3
2018;Calicut;Brazil;America;0;51.7;48.3
2018;Benguluru;Brazil;America;2233;51.7;48.3
2018;Kolkata;Brazil;America;558;51.7;48.3
2018;Hyderabad;Brazil;America;824;51.7;48.3
2018;Cochin;Brazil;America;638;51.7;48.3
2019;Delhi;Brazil;America;6762;53.9;46.1
2019;Mumbai;Brazil;America;9737;53.9;46.1
2019;Chennai;Brazil;America;1957;53.9;46.1
2019;Calicut;Brazil;America;76;53.9;46.1
2019;Benguluru;Brazil;America;2263;53.9;46.1
2019;Kolkata;Brazil;America;610;53.9;46.1
2019;Hyderabad;Brazil;America;1576;53.9;46.1
2019;Cochin;Brazil;America;839;53.9;46.1
2020;Delhi;Brazil;America;2654;49.86;50.14
2020;Mumbai;Brazil;America;3730;49.86;50.14
2020;Chennai;Brazil;America;356;49.86;50.14
2020;Calicut;Brazil;America;8;49.86;50.14
2020;Benguluru;Brazil;America;364;49.86;50.14
2020;Kolkata;Brazil;America;49;49.86;50.14
2020;Hyderabad;Brazil;America;251;49.86;50.14
2020;Cochin;Brazil;America;210;49.86;50.14
2014;Delhi;Mexico;America;2055;50.8;49.2
2014;Mumbai;Mexico;America;294;50.8;49.2
2014;Chennai;Mexico;America;853;50.8;49.2
2014;Calicut;Mexico;America;8778;50.8;49.2
2014;Benguluru;Mexico;America;797;50.8;49.2
2014;Kolkata;Mexico;America;266;50.8;49.2
2014;Hyderabad;Mexico;America;937;50.8;49.2
2014;Cochin;Mexico;America;0;50.8;49.2
2015;Delhi;Mexico;America;2220;51.9;48.1
2015;Mumbai;Mexico;America;295;51.9;48.1
2015;Chennai;Mexico;America;871;51.9;48.1
2015;Calicut;Mexico;America;8303;51.9;48.1
2015;Benguluru;Mexico;America;871;51.9;48.1
2015;Kolkata;Mexico;America;365;51.9;48.1
2015;Hyderabad;Mexico;America;1124;51.9;48.1
2015;Cochin;Mexico;America;0;51.9;48.1
2016;Delhi;Mexico;America;9335;50.8;49.2
2016;Mumbai;Mexico;America;2228;50.8;49.2
2016;Chennai;Mexico;America;941;50.8;49.2
2016;Calicut;Mexico;America;0;50.8;49.2
2016;Benguluru;Mexico;America;988;50.8;49.2
2016;Kolkata;Mexico;America;361;50.8;49.2
2016;Hyderabad;Mexico;America;314;50.8;49.2
2016;Cochin;Mexico;America;235;50.8;49.2
2017;Delhi;Mexico;America;11828;48.8;51.2
2017;Mumbai;Mexico;America;2192;48.8;51.2
2017;Chennai;Mexico;America;869;48.8;51.2
2017;Calicut;Mexico;America;0;48.8;51.2
2017;Benguluru;Mexico;America;960;48.8;51.2
2017;Kolkata;Mexico;America;399;48.8;51.2
2017;Hyderabad;Mexico;America;362;48.8;51.2
2017;Cochin;Mexico;America;380;48.8;51.2
2018;Delhi;Mexico;America;12304;47.8;52.2
2018;Mumbai;Mexico;America;2548;47.8;52.2
2018;Chennai;Mexico;America;916;47.8;52.2
2018;Calicut;Mexico;America;0;47.8;52.2
2018;Benguluru;Mexico;America;1832;47.8;52.2
2018;Kolkata;Mexico;America;418;47.8;52.2
2018;Hyderabad;Mexico;America;378;47.8;52.2
2018;Cochin;Mexico;America;438;47.8;52.2
2019;Delhi;Mexico;America;7497;48.7;51.3
2019;Mumbai;Mexico;America;7746;48.7;51.3
2019;Chennai;Mexico;America;1661;48.7;51.3
2019;Calicut;Mexico;America;21;48.7;51.3
2019;Benguluru;Mexico;America;2783;48.7;51.3
2019;Kolkata;Mexico;America;249;48.7;51.3
2019;Hyderabad;Mexico;America;332;48.7;51.3
2019;Cochin;Mexico;America;228;48.7;51.3
2020;Delhi;Mexico;America;1685;47.86;52.14
2020;Mumbai;Mexico;America;1663;47.86;52.14
2020;Chennai;Mexico;America;330;47.86;52.14
2020;Calicut;Mexico;America;5;47.86;52.14
2020;Benguluru;Mexico;America;554;47.86;52.14
2020;Kolkata;Mexico;America;69;47.86;52.14
2020;Hyderabad;Mexico;America;128;47.86;52.14
2020;Cochin;Mexico;America;23;47.86;52.14
2014;Delhi;Austria;Europa;5017;57.2;42.8
2014;Mumbai;Austria;Europa;584;57.2;42.8
2014;Chennai;Austria;Europa;2130;57.2;42.8
2014;Calicut;Austria;Europa;18795;57.2;42.8
2014;Benguluru;Austria;Europa;2165;57.2;42.8
2014;Kolkata;Austria;Europa;344;57.2;42.8
2014;Hyderabad;Austria;Europa;5326;57.2;42.8
2014;Cochin;Austria;Europa;0;57.2;42.8
2015;Delhi;Austria;Europa;4983;57.2;42.8
2015;Mumbai;Austria;Europa;673;57.2;42.8
2015;Chennai;Austria;Europa;1650;57.2;42.8
2015;Calicut;Austria;Europa;18182;57.2;42.8
2015;Benguluru;Austria;Europa;2189;57.2;42.8
2015;Kolkata;Austria;Europa;404;57.2;42.8
2015;Hyderabad;Austria;Europa;5589;57.2;42.8
2015;Cochin;Austria;Europa;0;57.2;42.8
2016;Delhi;Austria;Europa;15618;58.2;41.8
2016;Mumbai;Austria;Europa;5063;58.2;41.8
2016;Chennai;Austria;Europa;1787;58.2;41.8
2016;Calicut;Austria;Europa;33;58.2;41.8
2016;Benguluru;Austria;Europa;2316;58.2;41.8
2016;Kolkata;Austria;Europa;695;58.2;41.8
2016;Hyderabad;Austria;Europa;364;58.2;41.8
2016;Cochin;Austria;Europa;3143;58.2;41.8
2017;Delhi;Austria;Europa;14324;58.1;41.9
2017;Mumbai;Austria;Europa;5157;58.1;41.9
2017;Chennai;Austria;Europa;1560;58.1;41.9
2017;Calicut;Austria;Europa;0;58.1;41.9
2017;Benguluru;Austria;Europa;2387;58.1;41.9
2017;Kolkata;Austria;Europa;637;58.1;41.9
2017;Hyderabad;Austria;Europa;477;58.1;41.9
2017;Cochin;Austria;Europa;796;58.1;41.9
2018;Delhi;Austria;Europa;16401;58.2;41.8
2018;Mumbai;Austria;Europa;5179;58.2;41.8
2018;Chennai;Austria;Europa;1560;58.2;41.8
2018;Calicut;Austria;Europa;0;58.2;41.8
2018;Benguluru;Austria;Europa;2191;58.2;41.8
2018;Kolkata;Austria;Europa;664;58.2;41.8
2018;Hyderabad;Austria;Europa;564;58.2;41.8
2018;Cochin;Austria;Europa;2988;58.2;41.8
2019;Delhi;Austria;Europa;18656;57.1;42.9
2019;Mumbai;Austria;Europa;6693;57.1;42.9
2019;Chennai;Austria;Europa;1132;57.1;42.9
2019;Calicut;Austria;Europa;162;57.1;42.9
2019;Benguluru;Austria;Europa;1746;57.1;42.9
2019;Kolkata;Austria;Europa;970;57.1;42.9
2019;Hyderabad;Austria;Europa;517;57.1;42.9
2019;Cochin;Austria;Europa;744;57.1;42.9
2020;Delhi;Austria;Europa;5821;55.48;44.52
2020;Mumbai;Austria;Europa;1074;55.48;44.52
2020;Chennai;Austria;Europa;294;55.48;44.52
2020;Calicut;Austria;Europa;83;55.48;44.52
2020;Benguluru;Austria;Europa;569;55.48;44.52
2020;Kolkata;Austria;Europa;174;55.48;44.52
2020;Hyderabad;Austria;Europa;220;55.48;44.52
2020;Cochin;Austria;Europa;358;55.48;44.52
2014;Delhi;Belgium;Europa;13142;60.2;39.8
2014;Mumbai;Belgium;Europa;487;60.2;39.8
2014;Chennai;Belgium;Europa;2658;60.2;39.8
2014;Calicut;Belgium;Europa;16062;60.2;39.8
2014;Benguluru;Belgium;Europa;1872;60.2;39.8
2014;Kolkata;Belgium;Europa;562;60.2;39.8
2014;Hyderabad;Belgium;Europa;2658;60.2;39.8
2014;Cochin;Belgium;Europa;0;60.2;39.8
2015;Delhi;Belgium;Europa;12729;60.9;39.1
2015;Mumbai;Belgium;Europa;477;60.9;39.1
2015;Chennai;Belgium;Europa;2641;60.9;39.1
2015;Calicut;Belgium;Europa;14930;60.9;39.1
2015;Benguluru;Belgium;Europa;2091;60.9;39.1
2015;Kolkata;Belgium;Europa;624;60.9;39.1
2015;Hyderabad;Belgium;Europa;3192;60.9;39.1
2015;Cochin;Belgium;Europa;0;60.9;39.1
2016;Delhi;Belgium;Europa;14804;61.5;38.5
2016;Mumbai;Belgium;Europa;12375;61.5;38.5
2016;Chennai;Belgium;Europa;3189;61.5;38.5
2016;Calicut;Belgium;Europa;0;61.5;38.5
2016;Benguluru;Belgium;Europa;2505;61.5;38.5
2016;Kolkata;Belgium;Europa;607;61.5;38.5
2016;Hyderabad;Belgium;Europa;759;61.5;38.5
2016;Cochin;Belgium;Europa;797;61.5;38.5
2017;Delhi;Belgium;Europa;15420;60.5;39.5
2017;Mumbai;Belgium;Europa;15755;60.5;39.5
2017;Chennai;Belgium;Europa;2849;60.5;39.5
2017;Calicut;Belgium;Europa;0;60.5;39.5
2017;Benguluru;Belgium;Europa;2598;60.5;39.5
2017;Kolkata;Belgium;Europa;545;60.5;39.5
2017;Hyderabad;Belgium;Europa;754;60.5;39.5
2017;Cochin;Belgium;Europa;629;60.5;39.5
2018;Delhi;Belgium;Europa;16841;59.6;40.4
2018;Mumbai;Belgium;Europa;16885;59.6;40.4
2018;Chennai;Belgium;Europa;2866;59.6;40.4
2018;Calicut;Belgium;Europa;0;59.6;40.4
2018;Benguluru;Belgium;Europa;2822;59.6;40.4
2018;Kolkata;Belgium;Europa;529;59.6;40.4
2018;Hyderabad;Belgium;Europa;749;59.6;40.4
2018;Cochin;Belgium;Europa;794;59.6;40.4
2019;Delhi;Belgium;Europa;10091;60.8;39.2
2019;Mumbai;Belgium;Europa;16922;60.8;39.2
2019;Chennai;Belgium;Europa;2945;60.8;39.2
2019;Calicut;Belgium;Europa;79;60.8;39.2
2019;Benguluru;Belgium;Europa;3848;60.8;39.2
2019;Kolkata;Belgium;Europa;942;60.8;39.2
2019;Hyderabad;Belgium;Europa;2081;60.8;39.2
2019;Cochin;Belgium;Europa;825;60.8;39.2
2020;Delhi;Belgium;Europa;3803;60.38;39.62
2020;Mumbai;Belgium;Europa;4299;60.38;39.62
2020;Chennai;Belgium;Europa;628;60.38;39.62
2020;Calicut;Belgium;Europa;28;60.38;39.62
2020;Benguluru;Belgium;Europa;1113;60.38;39.62
2020;Kolkata;Belgium;Europa;198;60.38;39.62
2020;Hyderabad;Belgium;Europa;408;60.38;39.62
2020;Cochin;Belgium;Europa;320;60.38;39.62
2014;Delhi;Denmark;Europa;5971;57.1;42.9
2014;Mumbai;Denmark;Europa;482;57.1;42.9
2014;Chennai;Denmark;Europa;2918;57.1;42.9
2014;Calicut;Denmark;Europa;10067;57.1;42.9
2014;Benguluru;Denmark;Europa;2678;57.1;42.9
2014;Kolkata;Denmark;Europa;402;57.1;42.9
2014;Hyderabad;Denmark;Europa;4257;57.1;42.9
2014;Cochin;Denmark;Europa;0;57.1;42.9
2015;Delhi;Denmark;Europa;5561;59.2;40.8
2015;Mumbai;Denmark;Europa;506;59.2;40.8
2015;Chennai;Denmark;Europa;2720;59.2;40.8
2015;Calicut;Denmark;Europa;8666;59.2;40.8
2015;Benguluru;Denmark;Europa;2696;59.2;40.8
2015;Kolkata;Denmark;Europa;361;59.2;40.8
2015;Hyderabad;Denmark;Europa;3563;59.2;40.8
2015;Cochin;Denmark;Europa;0;59.2;40.8
2016;Delhi;Denmark;Europa;8873;58.7;41.3
2016;Mumbai;Denmark;Europa;5561;58.7;41.3
2016;Chennai;Denmark;Europa;2793;58.7;41.3
2016;Calicut;Denmark;Europa;0;58.7;41.3
2016;Benguluru;Denmark;Europa;2645;58.7;41.3
2016;Kolkata;Denmark;Europa;519;58.7;41.3
2016;Hyderabad;Denmark;Europa;395;58.7;41.3
2016;Cochin;Denmark;Europa;742;58.7;41.3
2017;Delhi;Denmark;Europa;11106;58.8;41.2
2017;Mumbai;Denmark;Europa;5004;58.8;41.2
2017;Chennai;Denmark;Europa;2649;58.8;41.2
2017;Calicut;Denmark;Europa;0;58.8;41.2
2017;Benguluru;Denmark;Europa;2944;58.8;41.2
2017;Kolkata;Denmark;Europa;535;58.8;41.2
2017;Hyderabad;Denmark;Europa;482;58.8;41.2
2017;Cochin;Denmark;Europa;776;58.8;41.2
2018;Delhi;Denmark;Europa;12885;56.8;43.2
2018;Mumbai;Denmark;Europa;4201;56.8;43.2
2018;Chennai;Denmark;Europa;2566;56.8;43.2
2018;Calicut;Denmark;Europa;0;56.8;43.2
2018;Benguluru;Denmark;Europa;2932;56.8;43.2
2018;Kolkata;Denmark;Europa;536;56.8;43.2
2018;Hyderabad;Denmark;Europa;395;56.8;43.2
2018;Cochin;Denmark;Europa;648;56.8;43.2
2019;Delhi;Denmark;Europa;14359;57.9;42.1
2019;Mumbai;Denmark;Europa;4451;57.9;42.1
2019;Chennai;Denmark;Europa;2252;57.9;42.1
2019;Calicut;Denmark;Europa;53;57.9;42.1
2019;Benguluru;Denmark;Europa;2729;57.9;42.1
2019;Kolkata;Denmark;Europa;662;57.9;42.1
2019;Hyderabad;Denmark;Europa;583;57.9;42.1
2019;Cochin;Denmark;Europa;450;57.9;42.1
2020;Delhi;Denmark;Europa;4109;53.08;46.92
2020;Mumbai;Denmark;Europa;1659;53.08;46.92
2020;Chennai;Denmark;Europa;685;53.08;46.92
2020;Calicut;Denmark;Europa;8;53.08;46.92
2020;Benguluru;Denmark;Europa;1098;53.08;46.92
2020;Kolkata;Denmark;Europa;173;53.08;46.92
2020;Hyderabad;Denmark;Europa;206;53.08;46.92
2020;Cochin;Denmark;Europa;99;53.08;46.92
2014;Delhi;Finland;Europa;2909;55;45
2014;Mumbai;Finland;Europa;188;55;45
2014;Chennai;Finland;Europa;938;55;45
2014;Calicut;Finland;Europa;10677;55;45
2014;Benguluru;Finland;Europa;995;55;45
2014;Kolkata;Finland;Europa;150;55;45
2014;Hyderabad;Finland;Europa;2909;55;45
2014;Cochin;Finland;Europa;0;55;45
2015;Delhi;Finland;Europa;2556;54.4;45.6
2015;Mumbai;Finland;Europa;181;54.4;45.6
2015;Chennai;Finland;Europa;707;54.4;45.6
2015;Calicut;Finland;Europa;10732;54.4;45.6
2015;Benguluru;Finland;Europa;852;54.4;45.6
2015;Kolkata;Finland;Europa;181;54.4;45.6
2015;Hyderabad;Finland;Europa;2919;54.4;45.6
2015;Cochin;Finland;Europa;0;54.4;45.6
2016;Delhi;Finland;Europa;10747;54.5;45.5
2016;Mumbai;Finland;Europa;2480;54.5;45.5
2016;Chennai;Finland;Europa;808;54.5;45.5
2016;Calicut;Finland;Europa;18;54.5;45.5
2016;Benguluru;Finland;Europa;735;54.5;45.5
2016;Kolkata;Finland;Europa;129;54.5;45.5
2016;Hyderabad;Finland;Europa;3123;54.5;45.5
2016;Cochin;Finland;Europa;331;54.5;45.5
2017;Delhi;Finland;Europa;11313;53.6;46.4
2017;Mumbai;Finland;Europa;1875;53.6;46.4
2017;Chennai;Finland;Europa;877;53.6;46.4
2017;Calicut;Finland;Europa;0;53.6;46.4
2017;Benguluru;Finland;Europa;836;53.6;46.4
2017;Kolkata;Finland;Europa;163;53.6;46.4
2017;Hyderabad;Finland;Europa;245;53.6;46.4
2017;Cochin;Finland;Europa;652;53.6;46.4
2018;Delhi;Finland;Europa;12170;52.7;47.3
2018;Mumbai;Finland;Europa;1635;52.7;47.3
2018;Chennai;Finland;Europa;722;52.7;47.3
2018;Calicut;Finland;Europa;0;52.7;47.3
2018;Benguluru;Finland;Europa;786;52.7;47.3
2018;Kolkata;Finland;Europa;170;52.7;47.3
2018;Hyderabad;Finland;Europa;234;52.7;47.3
2018;Cochin;Finland;Europa;382;52.7;47.3
2019;Delhi;Finland;Europa;11121;54.7;45.3
2019;Mumbai;Finland;Europa;3334;54.7;45.3
2019;Chennai;Finland;Europa;1345;54.7;45.3
2019;Calicut;Finland;Europa;38;54.7;45.3
2019;Benguluru;Finland;Europa;1572;54.7;45.3
2019;Kolkata;Finland;Europa;398;54.7;45.3
2019;Hyderabad;Finland;Europa;474;54.7;45.3
2019;Cochin;Finland;Europa;227;54.7;45.3
2020;Delhi;Finland;Europa;2646;56.87;43.13
2020;Mumbai;Finland;Europa;836;56.87;43.13
2020;Chennai;Finland;Europa;228;56.87;43.13
2020;Calicut;Finland;Europa;17;56.87;43.13
2020;Benguluru;Finland;Europa;323;56.87;43.13
2020;Kolkata;Finland;Europa;65;56.87;43.13
2020;Hyderabad;Finland;Europa;116;56.87;43.13
2020;Cochin;Finland;Europa;34;56.87;43.13
2014;Delhi;France;Europa;48236;54.1;45.9
2014;Mumbai;France;Europa;2953;54.1;45.9
2014;Chennai;France;Europa;49712;54.1;45.9
2014;Calicut;France;Europa;105577;54.1;45.9
2014;Benguluru;France;Europa;21903;54.1;45.9
2014;Kolkata;France;Europa;2215;54.1;45.9
2014;Hyderabad;France;Europa;15504;54.1;45.9
2014;Cochin;France;Europa;0;54.1;45.9
2015;Delhi;France;Europa;49864;54.5;45.5
2015;Mumbai;France;Europa;3001;54.5;45.5
2015;Chennai;France;Europa;44555;54.5;45.5
2015;Calicut;France;Europa;93265;54.5;45.5
2015;Benguluru;France;Europa;23085;54.5;45.5
2015;Kolkata;France;Europa;2078;54.5;45.5
2015;Hyderabad;France;Europa;15006;54.5;45.5
2015;Cochin;France;Europa;0;54.5;45.5
2016;Delhi;France;Europa;93573;54.6;45.4
2016;Mumbai;France;Europa;52038;54.6;45.4
2016;Chennai;France;Europa;47503;54.6;45.4
2016;Calicut;France;Europa;0;54.6;45.4
